,title,release,distributor,director,rate,directorEff,actorEff,distributorEff,season,release.1,productContinent,showtime,trailershow,genre액션,genre범죄,genre드라마,genre코미디,genre어드벤처,genre멜로.로맨스,genreSF,genre다큐멘터리,genre공연,genre판타지,genre애니메이션,genre공포.호러.,genre성인물.에로.,genre사극,genre미스터리,star.1,firstppl,allpeople
1158,22분: 아덴만 구출작전,2016-04-14,(주)소나무픽쳐스,바실리 세리코프,청소년관람불가,204,204,1360.110169,0,목요일,유럽,83,204,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C,197,204
1159,바르샤 드림스,2016-05-04,"(주)싸이더스,(주)디스테이션",조르디 롬파르트,12세이상관람가,46025,0,248330,1,수요일,유럽,123,25952,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,166,2281
1160,두 번째 스물,2016-11-03,(주)리틀빅픽쳐스,박흥식,청소년관람불가,326712.2252,19563.33333,267557.4,0,목요일,아시아,116,125054,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,C,23,10984
1161,성룡의 아시수,2016-04-14,주식회사 풍경소리,송윤희,12세이상관람가,593151.4908,0,370.4545455,0,목요일,아시아,102,18388,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,D,9,13
1162,싱 스트리트,2016-05-19,(주)이수C&E,존 카니,15세이상관람가,3428309,4985,114270,0,목요일,유럽,106,758173,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,A,8,560915
1163,샤크스톰 2 : 샤크네이도,2016-04-14,(주)케이알씨지,안소니 C. 페란트,15세이상관람가,440.6666667,1893,489.7926829,0,목요일,북아메리카,95,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,D,1,1
1164,좀비 나이트,2016-04-14,(주)케이알씨지,존 걸레거,청소년관람불가,0.5,1,489.7926829,0,목요일,북아메리카,88,2462,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,D,1,1
1165,태양 아래,2016-04-27,THE 픽쳐스,비탈리 만스키,전체관람가,134026.6175,NA,3639.9,1,수요일,유럽,92,102854,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,2305,33008
1166,다이노X 탐험대,2016-05-04,(주)이수C&E,이동희,전체관람가,563636.7983,270177.5,114270,1,수요일,아시아,70,32399,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,C,938,83319
1167,위선자들: 감독판,2016-04-21,"THE 픽쳐스,(주)씨타마운틴픽쳐스",김진홍,청소년관람불가,250552.9895,0,8377.993105,0,목요일,아시아,104,124257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,340,340
1168,특별수사: 사형수의 편지,2016-06-16,(주)넥스트엔터테인먼트월드(NEW),권종관,15세이상관람가,855114.8086,1554274.028,1730768.045,0,목요일,아시아,120,956975,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,326,1241899
1169,극장판 안녕 자두야,2016-05-04,씨제이이앤엠(주),손석우,전체관람가,0,110871.6667,1776720.043,1,수요일,아시아,75,73565,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,301,280460
1170,맛있는 떡,2016-04-27,(주)케이알씨지,이승환,청소년관람불가,0,0,489.7926829,1,수요일,아시아,66,283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,283,283
1171,캄포스,2016-05-12,와이드 릴리즈(주),알베르토 마리니,15세이상관람가,649639.3523,1203512.5,12370.29167,1,목요일,유럽,83,91974,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,B,195,2068
1172,테일 오브 테일즈,2016-11-24,오드,마테오 가로네,청소년관람불가,823,894845.8333,8861.333333,0,목요일,유럽,133,43932,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,133,30249
1173,뉴 스텝업: 어반댄스,2016-09-22,THE 픽쳐스,타미 데이비스,15세이상관람가,556193.0129,0,3639.9,0,목요일,오세아니아,96,78751,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,107,26488
1174,나의 소녀시대,2016-05-12,오드,프랭키 첸,15세이상관람가,326712.2252,3556,8861.333333,1,목요일,아시아,134,246656,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,A,69,409739
1175,언유주얼 서스펙트,2016-04-21,주식회사 루믹스미디어,스튜어트 코넬리,15세이상관람가,60,53150.5,41.125,0,목요일,북아메리카,98,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,60,60
1176,트레이닝 데이: 비열한 거리,2016-04-21,(주)소나무픽쳐스,필립페 레페브레,청소년관람불가,54,NA,1360.110169,0,목요일,유럽,96,54,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,C,47,54
1177,더 메리: 잃어버린 영혼,2016-04-25,(주)투윈글로벌,제니퍼 B. 화이트,12세이상관람가,113,113,1242.88,1,월요일,북아메리카,86,130,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,D,44,130
1178,모던 발레 스페셜,2016-04-26,에스디시코리아 주식회사,뱅자맹 밀피에,전체관람가,50853.93333,NA,1673.75,1,화요일,유럽,134,1868,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,D,15,282
1179,클린턴로드 : 죽음의 호수,2016-04-21,(주)픽쳐레스크,데숀 하디,청소년관람불가,49374.08893,0,4,0,목요일,북아메리카,127,3524,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,D,5,5
1180,마녀의 집,2016-04-21,(주)케이알씨지,글렌 밀러,15세이상관람가,1,1,489.7926829,0,목요일,북아메리카,91,1603,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,D,1,1
1181,스페셜 포스 vs 분노의 좀비,2016-04-27,(주)도키엔터테인먼트,프랭크 라펠,청소년관람불가,1,1,66.95111111,1,수요일,유럽,101,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1
1182,다이노소어 어드벤처 : 백악기 공룡대백과,2016-05-04,"(주)박수엔터테인먼트,(주)애니플러스",닐 나이팅게일,전체관람가,599963,NA,25408,1,수요일,유럽,84,26688,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,6103,112242
1183,바이 더 씨,2016-04-28,유니버설픽쳐스인터내셔널 코리아(유),안젤리나 졸리,청소년관람불가,827163.5,1053541.8,615517.7419,0,목요일,북아메리카,137,63959,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,B,4432,5908
1184,젊은 엄마 4,2016-04-28,골든타이드픽처스(주),김효재,청소년관람불가,76159.23577,95.33333333,3295.125,0,목요일,아시아,83,556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,556,556
1185,알바생들,2016-04-28,(주)나우콘텐츠,홍수동,청소년관람불가,250552.9895,412.7777778,48.81481481,0,목요일,아시아,76,465,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,465,465
1186,클랜,2016-05-12,"(주)더블앤조이픽쳐스,주식회사 쇼미미디어앤트레이딩",파블로 트라페로,15세이상관람가,910201.8425,0,3659.475,1,목요일,남아메리카,108,50291,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,408,6556
1187,엔조이닷컴,2016-04-28,(주)라이크 콘텐츠,백수호,청소년관람불가,326712.2252,0,10,0,목요일,아시아,80,311,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,311,311
1188,형님 아내,2016-05-03,이돌영화사,이돌,청소년관람불가,76159.23577,386.6666667,NA,1,화요일,아시아,74,9338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,300,300
1189,다이버전트 시리즈: 얼리전트,2016-05-12,씨네그루(주)키다리이엔티,로베르트 슈벤트케,12세이상관람가,101460,61427.33333,153464.9667,1,목요일,북아메리카,121,172035,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,B,210,103556
1190,맨 앤 치킨,2016-05-04,(주)컴퍼니엘,앤더스 토머스 옌센,청소년관람불가,538064.4569,2728332.25,173.5714286,1,수요일,유럽,104,6775,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,C,171,2316
1191,미라클 프롬 헤븐,2016-05-25,유니버설픽쳐스인터내셔널 코리아(유),패트리시아 리건,전체관람가,250552.9895,5875,615517.7419,1,수요일,북아메리카,109,58957,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,147,17665
1192,애정 남녀,2016-05-04,(주)케이알씨지,엽염침,12세이상관람가,222,315,489.7926829,1,수요일,아시아,105,6143,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,C,111,222
1193,부모님과 이혼하는 방법,2016-05-12,주식회사 씨네룩스,제이슨 베이트먼,15세이상관람가,250552.9895,2474367.667,6182.833333,1,목요일,북아메리카,106,358173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,76,2866
1194,"불의 날, 생명을 말하다",2016-04-28,크리에이티브컴즈(주),전화성,전체관람가,129.5,0,129.5,0,목요일,아시아,65,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,71,71
1195,5월 1일,2016-04-28,(주)싸이더스,주격태,15세이상관람가,326712.2252,50.5,496660,0,목요일,아시아,110,46437,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,A,65,101
1196,노스맨: 바이킹과 늑대군단,2016-04-28,미디어소프트,클라우디오 파,15세이상관람가,60,1126323,72.35714286,0,목요일,유럽,97,60,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,60,60
1197,러브 아일랜드,2016-05-03,주식회사 루믹스미디어,야스밀라 즈바니치,청소년관람불가,60,60,41.125,1,화요일,유럽,86,1136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,60,60
1198,프랑켄슈타인 VS 미라,2016-04-28,주식회사 루믹스미디어,데미안 레온,청소년관람불가,49374.08893,0,41.125,0,목요일,북아메리카,115,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,60,60
1199,더 샌드,2016-04-28,(주)나우콘텐츠,아이작 가바에프,15세이상관람가,412008.7504,5,48.81481481,0,목요일,북아메리카,84,54,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,D,54,54
1200,무서운 이야기 3 : 화성에서 온 소녀,2016-06-01,롯데쇼핑㈜롯데엔터테인먼트,백승빈,15세이상관람가,49374.08893,332939.8056,939394.8315,0,수요일,아시아,94,28194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,D,43,97804
1201,세이빙 미스터 우,2016-04-28,주식회사 풍경소리,딩성,15세이상관람가,153591,250749.5,370.4545455,0,목요일,아시아,106,23365,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,8,13
1202,고스트 오브 컨저링,2016-04-28,(주)케이알씨지,호세 프렌데스,15세이상관람가,1,NA,489.7926829,0,목요일,북아메리카,89,755,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,1,1
1203,월드워2: 나치의 침공,2016-04-28,(주)소나무픽쳐스,우베 볼,청소년관람불가,31.33333333,361.9444444,1360.110169,0,목요일,북아메리카,79,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,1,1
1204,미 비포 유,2016-06-01,워너브러더스 코리아(주),테아 샤록,12세이상관람가,326712.2252,314993.6667,1924465,0,수요일,북아메리카,110,513497,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,A,1541,945172
1205,하드코어 헨리,2016-05-19,"㈜코리아스크린,와이드 릴리즈(주)",일리야 나이슐러,청소년관람불가,1221248.586,19613,19423.92362,0,목요일,북아메리카,96,173170,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,C,670,46373
1206,탄호이저,2016-05-07,(주)인스터피씨엠,,전체관람가,50853.93333,NA,774.59375,0,토요일,북아메리카,235,109,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,291,1030
1207,더 보이,2016-06-01,(주)리틀빅픽쳐스,윌리엄 브렌트 벨,15세이상관람가,54,28479.5,267557.4,0,수요일,북아메리카,97,191981,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C,230,56959
1208,럭키 루크: 전설의 무법자,2016-05-05,(주)소나무픽쳐스,제임스 허스,15세이상관람가,0,NA,1360.110169,1,목요일,유럽,103,557,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,196,557
1209,아빠가 돌아왔다,2016-05-19,(유)조이앤시네마,윤여창,15세이상관람가,988,73.33333333,10713.5,0,목요일,아시아,100,20628,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,186,220
1210,제3의 사랑,2016-05-19,(주)쇼박스,이재한,15세이상관람가,8108,378531.25,2679115.4,0,목요일,아시아,113,128347,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,B,180,8128
1211,바후발리 : 더 비기닝,2016-11-10,팔레드시네마(주),S.S. 라자몰리,15세이상관람가,0,0,NA,0,목요일,아시아,137,115825,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,151,3068
1212,다음 침공은 어디?,2016-09-08,판씨네마(주),마이클 무어,15세이상관람가,134026.6175,NA,209118.1667,0,목요일,북아메리카,119,49108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,124,20646
1213,플라워 쇼,2016-10-27,(주)디스테이션,비비안 드 쿠시,12세이상관람가,250552.9895,0,NA,0,목요일,유럽,100,10901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,104,1628
1214,미스터 홈즈,2016-05-26,(주)프레인글로벌,빌 콘돈,12세이상관람가,1327408.5,2172.666667,106346.4615,0,목요일,유럽,103,42252,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,B,76,6518
1215,런 라이크 헬,2016-05-11,(주)블루브릭,셰인 댁스 테일러,15세이상관람가,305640.0234,40,1,0,수요일,북아메리카,94,1463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,60,60
1216,스톱,2016-12-08,(주)김기덕 필름,김기덕,15세이상관람가,15535,0,3858,0,목요일,아시아,106,1167507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,54,283
1217,익스트림 타겟,2016-05-10,(주)투윈글로벌,데이비드R.L.,15세이상관람가,305640.0234,0,1242.88,0,화요일,유럽,85,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,27,130
1218,서울야행,2016-05-05,주식회사 씨엠닉스,권중목,15세이상관람가,614223.6927,324754,NA,1,목요일,아시아,117,7938,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,D,21,53
1219,천국에 있는 것처럼,2016-10-20,TCO(주)더콘텐츠온,케이 폴락,12세이상관람가,250552.9895,9,19837,0,목요일,유럽,121,9372,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,12,18
1220,램스,2016-11-03,"미디어 컨텐츠 스토어,(주)인디플러그",그리무르 하코나르슨,15세이상관람가,250552.9895,3103,3404.181818,0,목요일,유럽,93,22827,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,4,3864
1221,앵그리버드 더 무비,2016-05-19,유니버설픽쳐스인터내셔널 코리아(유),퍼갈 레일리,전체관람가,429610.1808,NA,615517.7419,0,목요일,북아메리카,97,660478,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,1517,680606
1222,정글북,2016-06-09,월트디즈니컴퍼니코리아(주),존 파브로,12세이상관람가,153794,576895.3333,3265032.5,0,목요일,북아메리카,63,8815,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,A,1003,2537438
1223,몽 루아,2016-05-26,메가박스(주)플러스엠,마이웬 르 베스코,청소년관람불가,226,873313.6667,300007.5714,0,목요일,유럽,128,34761,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,A,609,5963
1224,썸니아,2016-05-25,(주)박수엔터테인먼트,마이크 플래너건,15세이상관람가,279488,9901.333333,50816,1,수요일,북아메리카,97,27104,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,C,552,11708
1225,탐정사무소 - 사랑과 전쟁,2016-05-13,(주)나우콘텐츠,이동현,청소년관람불가,556193.0129,0,48.81481481,1,금요일,아시아,68,415,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,415,415
1226,유아 어글리 투,2016-05-26,주식회사 씨네룩스,마크 누난,12세이상관람가,250552.9895,466.5,6182.833333,0,목요일,유럽,81,16954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,333,933
1227,탐욕,2016-05-12,주식회사 루믹스미디어,김정욱,청소년관람불가,76159.23577,NA,41.125,1,목요일,아시아,92,27411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,301,301
1228,잠 못 이루는 섹스 2,2016-05-18,(주)케이알씨지,이민환,청소년관람불가,342,0,489.7926829,0,수요일,아시아,77,285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,284,285
1229,옆집 누나,2016-05-12,(주)케이알씨지,이민환,청소년관람불가,342,0,489.7926829,1,목요일,아시아,80,283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,283,283
1230,이웃동서,2016-05-16,전망 PRODUCTION,기대호,청소년관람불가,76159.23577,128.8888889,NA,0,월요일,아시아,81,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,253,253
1231,얼굴도둑,2016-05-19,(주)미디어로그,매튜 델라포테,15세이상관람가,1269,850.3333333,1257.222222,0,목요일,유럽,117,80838,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,238,1269
1232,엑스맨: 아포칼립스,2016-05-25,이십세기폭스코리아(주),브라이언 싱어,12세이상관람가,2635012.5,1217333.667,1210796.833,1,수요일,북아메리카,143,1730392,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,B,238,2938818
1233,레이스,2016-05-25,(주)영화사 빅,스티븐 홉킨스,12세이상관람가,250552.9895,34129.83333,44507.36111,1,수요일,북아메리카,111,4287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,232,3849
1234,본 투 비 블루,2016-06-09,그린나래미디어(주),로버트 뷔드로,청소년관람불가,250552.9895,67754.75,NA,0,목요일,북아메리카,97,58334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,161,93973
1235,배짱이들,2016-05-12,주식회사 씨엠닉스,정훈,12세이상관람가,134026.6175,0,NA,1,목요일,아시아,79,8369,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,137,210
1236,서프러제트,2016-06-23,유니버설픽쳐스인터내셔널 코리아(유),사라 가브론,12세이상관람가,250552.9895,302760.2667,615517.7419,0,목요일,북아메리카,106,49124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,127,28511
1237,오만과 편견 그리고 좀비,2016-05-25,(주)이수C&E,버 스티어스,15세이상관람가,40766,9717,114270,1,수요일,북아메리카,107,417298,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,C,124,9717
1238,펑정지에는 펑정지에다,2016-05-12,(주)인디플러그,민병훈,12세이상관람가,7664,415.3333333,6808.363636,1,목요일,아시아,66,6179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,112,190
1239,베티블루 37.2 디오리지널,2016-07-28,(주)디스테이션,장 자크 베넥스,청소년관람불가,76159.23577,209.5,NA,0,목요일,유럽,184,33634,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,67,1932
1240,밀그램 프로젝트,2016-05-12,THE 픽쳐스,마이클 알메레이다,15세이상관람가,1297,95758.38889,3639.9,1,목요일,북아메리카,97,10101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,59,68
1241,히치콕 트뤼포,2016-08-25,(주)영화사 안다미로,켄트 존스,15세이상관람가,134026.6175,0,1868,0,목요일,유럽,80,10488,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,36,3073
1242,드롭박스,2016-05-19,"(사)필레마,필름포럼,홀리가든",브라이언 아이비,전체관람가,134026.6175,NA,NA,0,목요일,아시아,79,36629,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,35,2233
1243,뱅 갱: 모던 러브 스토리,2016-08-25,찬란,에바 허슨,청소년관람불가,326712.2252,NA,14099.2,0,목요일,유럽,98,2267,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,D,34,454
1244,인사이드 링: 항공기를 훔쳐라,2016-05-12,(주)소나무픽쳐스,로렌트 투엘,청소년관람불가,191,16755.14286,1360.110169,1,목요일,유럽,91,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,D,20,20
1245,누나 친구 무삭제판,2016-05-17,(주)영화사 사계절,신현철,청소년관람불가,76159.23577,0,316.5,0,화요일,아시아,95,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,10,10
1246,애비,2016-05-12,웅 픽쳐스,장현수,청소년관람불가,6,20646,6,1,목요일,아시아,94,5660,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,3,6
1247,란제리 사나이,2016-05-12,(주)레드언더미디어,최석원,청소년관람불가,250552.9895,0,2,1,목요일,아시아,70,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,2
1248,나는 쓰레기다,2016-05-12,이상우 필름,이상우,청소년관람불가,753.5,60.33333333,339,1,목요일,아시아,94,10511,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,1,18
1249,애프터 에덴: 이브의 고백,2016-05-13,주식회사 풍경소리,한스 크리스티안 베르거,청소년관람불가,76159.23577,0,370.4545455,1,금요일,북아메리카,80,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
1250,헌팅 인 살렘: 악령의 마을,2016-05-12,(주)케이알씨지,쉐인 반 다이크,15세이상관람가,49374.08893,30.5,489.7926829,1,목요일,북아메리카,86,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,D,1,1
1251,몽키킹2: 서유기 여정의 시작,2016-05-19,THE 픽쳐스,정보서,12세이상관람가,1701,32284.66667,3639.9,0,목요일,아시아,119,53328,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,C,11009,11156
1252,아가씨,2016-06-01,씨제이이앤엠(주),박찬욱,청소년관람불가,556193.0129,18998.33333,1776720.043,0,수요일,아시아,144,1795469,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,1549,4288530
1253,플래그 더 문,2016-06-02,(주)박수엔터테인먼트,엔리케 가토,전체관람가,206320,76536.66667,50816,0,목요일,유럽,94,48657,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,B,829,44574
1254,착한 여비서의 목적,2016-05-20,골든타이드픽처스(주),김효재,청소년관람불가,76159.23577,0,3295.125,0,금요일,아시아,71,561,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,561,561
1255,이지머니 2,2016-05-19,(주)소나무픽쳐스,바박 나자피,청소년관람불가,980,11047.25,1360.110169,0,목요일,유럽,100,980,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,C,560,980
1256,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,2016-06-02,와이드 릴리즈(주),다라 오코넬,전체관람가,982584.0823,83124.51282,12370.29167,0,목요일,유럽,68,40180,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,B,274,58619
1257,남녀의 궁합,2016-05-19,(주)영화사 사계절,채길병,청소년관람불가,76159.23577,0,316.5,0,목요일,아시아,92,252,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,C,252,252
1258,맛있는 영화,2016-05-25,(주)케이알씨지,박범수,청소년관람불가,192,NA,489.7926829,1,수요일,아시아,67,231,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,230,231
1259,워크래프트: 전쟁의 서막,2016-06-09,유니버설픽쳐스인터내셔널 코리아(유),던칸 존스,12세이상관람가,1277690,237442,615517.7419,0,목요일,북아메리카,122,1439717,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,A,154,1163274
1260,프랑코포니아,2016-06-16,(주)영화사 안다미로,알렉산더 소쿠로프,12세이상관람가,5706,0,1868,0,목요일,유럽,88,16740,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,43,4109
1261,에투알 갈라쇼,2016-05-24,에스디시코리아 주식회사,로레나 사르디,전체관람가,50853.93333,0,1673.75,1,화요일,유럽,159,1356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,30,648
1262,바이 더 건,2016-05-19,모비딕엔터테인먼트(주),제임스 모턴,청소년관람불가,20,51796.66667,53.5,0,목요일,북아메리카,110,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20,20
1263,피어 오브 다크니스,2016-05-19,모비딕엔터테인먼트(주),크리스토퍼 피쳇,15세이상관람가,20,20,53.5,0,목요일,오세아니아,91,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,20,20
1264,사부: 영춘권 마스터,2016-05-19,주식회사 풍경소리,서호봉,15세이상관람가,0,4330,370.4545455,0,목요일,아시아,109,33793,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,9,57
1265,드라큘라 레전드,2016-05-19,(주)케이알씨지,루페시 폴,15세이상관람가,1,1,489.7926829,0,목요일,아시아,93,9105,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,D,1,1
1266,에이리언: 버뮤다 삼각지대,2016-05-19,(주)케이알씨지,닉 라이온,12세이상관람가,717648.7738,0.5,489.7926829,0,목요일,북아메리카,89,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,1,1
1267,컨저링 2,2016-06-09,워너브러더스 코리아(주),제임스 완,15세이상관람가,49374.08893,1397121,1924465,0,목요일,북아메리카,134,548260,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B,2404,1928605
1268,굿바이 싱글,2016-06-29,(주)쇼박스,김태곤,15세이상관람가,1757,1088950.733,2679115.4,1,수요일,아시아,119,598031,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,B,1628,2108273
1269,우리들,2016-06-16,(주)엣나인필름,윤가은,전체관람가,0,0,30859.85,0,목요일,아시아,104,120993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,521,48916
1270,시선 사이,2016-06-09,(주)영화사 진진,최익환,12세이상관람가,243209,173737.5556,26747.775,0,목요일,아시아,95,21871,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,383,2344
1271,행복까지 30일,2016-06-09,"예지림엔터테인먼트,미디어소프트",M. 마니칸단,전체관람가,250552.9895,0,5336.559521,0,목요일,아시아,91,28940,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,305,2664
1272,아메리칸 섹스 파이,2016-06-01,(주)케이알씨지,제이콥 쿠니,청소년관람불가,230,230,489.7926829,0,수요일,북아메리카,88,5674,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,D,230,230
1273,완전한 사육 : 소원을 말해봐,2016-06-01,(주)케이알씨지,박범수,청소년관람불가,192,NA,489.7926829,0,수요일,아시아,60,230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,230,230
1274,"연애의 발동 : 상해 여자, 부산 남자",2016-06-02,(주)케이알씨지,김태균,12세이상관람가,160174.3333,1976,489.7926829,0,목요일,아시아,108,43189,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,D,180,273
1275,델타 보이즈,2017-06-08,㈜인디스토리,고봉수,15세이상관람가,538064.4569,0,5107.791667,0,목요일,아시아,120,20946,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,A,178,4158
1276,노마: 뉴 노르딕 퀴진의 비밀,2016-07-28,(주)엣나인필름,피에르 드샹,전체관람가,134026.6175,NA,30859.85,0,목요일,유럽,99,46796,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,118,5185
1277,아메리칸 초밥왕,2017-03-02,THE 픽쳐스,안소니 루세로,전체관람가,250552.9895,0,3639.9,0,목요일,북아메리카,106,231,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,112,231
1278,에코 이펙트,2016-06-01,(주)블루브릭,케빈 카러웨이,청소년관람불가,40,538.6666667,1,0,수요일,북아메리카,88,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,60,60
