,title,release,distributor,director,rate,directorEff,actorEff,distributorEff,season,release.1,productContinent,showtime,trailershow,genre액션,genre범죄,genre드라마,genre코미디,genre어드벤처,genre멜로.로맨스,genreSF,genre다큐멘터리,genre공연,genre판타지,genre애니메이션,genre공포.호러.,genre성인물.에로.,genre사극,genre미스터리,star.1,firstppl,allpeople
1994,야마카시 2,2017-02-02,(유)영화사 화수분,줄리앙 세리,15세이상관람가,858613.9248,0.333333333,3792.388889,0,목요일,유럽,94,9340,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,D,1,1
1995,엄마친구 딸,2017-02-02,(주)영화사가을,김민식,청소년관람불가,76159.23577,NA,NA,0,목요일,아시아,51,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
1996,전망 좋은 집 3 (무삭제),2017-02-02,영화사 인연,곽승호,청소년관람불가,326712.2252,NA,NA,0,목요일,아시아,93,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,D,1,1
1997,형부와 처제,2017-02-02,(주)영화사가을,김민식,청소년관람불가,76159.23577,NA,NA,0,목요일,아시아,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
1998,존 윅 - 리로드,2017-02-22,(주)제이앤씨미디어그룹,채드 스타헬스키,청소년관람불가,58064.5,39130.08333,NA,1,수요일,북아메리카,122,190934,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1052,276379
1999,23 아이덴티티,2017-02-22,유니버설픽쳐스인터내셔널 코리아(유),M. 나이트 샤말란,15세이상관람가,537920,558599.3333,615517.7419,1,수요일,북아메리카,117,689867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,274,1675798
2000,가족의 재구성,2017-02-14,조박픽쳐스,최재후,청소년관람불가,76159.23577,NA,NA,0,화요일,아시아,76,21173,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,C,165,165
2001,헤픈젤: 비밀의 몸캠,2017-02-15,노바엔터테인먼트,마의성,청소년관람불가,326712.2252,NA,1554,0,수요일,아시아,98,159,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,D,159,159
2002,유어 뷰티풀,2017-02-10,(주)투윈글로벌,바바라 톱소-로첸버그,12세이상관람가,326712.2252,NA,1242.88,0,금요일,유럽,109,130,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,C,130,130
2003,일본 엄마,2017-02-09,YJ COMPANY,김무원,청소년관람불가,326712.2252,NA,NA,0,목요일,아시아,91,125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,C,125,125
2004,친구부부 : 욕망의 스와핑,2017-02-14,(주)영화사 사계절,이상우,청소년관람불가,753.5,0,316.5,0,화요일,아시아,74,125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,125,125
2005,리버 로드,2017-03-30,주식회사 골든럭,리루이쥔,전체관람가,749,1498,1498,0,목요일,아시아,103,22756,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,110,1498
2006,무림쟁패: 황제암살단,2017-02-09,(주)소나무픽쳐스,장뢰,12세이상관람가,556193.0129,NA,1360.110169,0,목요일,아시아,86,76,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,70,76
2007,쥬라기 테러,2017-02-09,주식회사 루믹스미디어,숀 케인,15세이상관람가,54,0,41.125,0,목요일,북아메리카,88,60,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,C,60,60
2008,우리 선생님을 고발합니다,2017-02-13,(주)투윈글로벌,얀 흐레베이크,15세이상관람가,1653,0,1242.88,0,월요일,유럽,102,130,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,C,46,130
2009,아우토반,2017-03-22,와이드 릴리즈(주),에란 크리비,15세이상관람가,19415,1131323.778,12370.29167,0,수요일,유럽,99,457214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,32,24983
2010,금병매2,2017-02-13,(주)나우콘텐츠,전문기,청소년관람불가,539012.9569,22.5,48.81481481,0,월요일,아시아,93,45,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,D,21,45
2011,퍼펙트 웨폰,2017-02-09,모비딕엔터테인먼트(주),타이투스 파,청소년관람불가,668274.6849,209.3333333,53.5,0,목요일,북아메리카,87,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,20,20
2012,파노스와 요르고스 그리고 당나귀,2017-02-11,(유)영화사 화수분,아론 레만,12세이상관람가,538064.4569,0,3792.388889,0,토요일,유럽,89,1898,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,9,208
2013,가미카제,2017-02-10,(주)시네마리퍼블릭,마커스 셰이크셰프,청소년관람불가,305640.0234,0,4.105263158,0,금요일,유럽,92,2533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,2
2014,내 삼촌의 여자,2017-02-09,(주)영화사가을,김민식,청소년관람불가,76159.23577,NA,NA,0,목요일,아시아,62,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
2015,내 친구의 애인,2017-02-09,(주)영화사가을,김민식,청소년관람불가,76159.23577,NA,NA,0,목요일,아시아,63,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
2016,불륜의 후예 무삭제판,2017-02-09,(주)제이에이와이이엔터테인먼트,이상수,청소년관람불가,76159.23577,0,70.5,0,목요일,아시아,93,21788,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,1,1
2017,사이드트랙크드,2017-02-12,(주)모멘텀엔터테인먼트,알바로 페르난데즈 아메로,15세이상관람가,538064.4569,1,62.57142857,0,일요일,유럽,104,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1
2018,애니멀즈,2017-02-13,(주)모멘텀엔터테인먼트,마르살 포레스,15세이상관람가,1,1561.333333,62.57142857,0,월요일,유럽,95,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,1
2019,어린 형수 2,2017-02-10,너바나 필름,김태수,청소년관람불가,76159.23577,193.3333333,NA,0,금요일,아시아,97,10958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,1,1
2020,엄마의 불륜,2017-02-09,(주)영화사가을,김민식,청소년관람불가,76159.23577,NA,NA,0,목요일,아시아,61,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
2021,임베디드,2017-02-13,(주)시네마리퍼블릭,스티븐 스웰,청소년관람불가,982064.5225,0,4.105263158,0,월요일,오세아니아,82,2984,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,1,1
2022,지하실,2017-02-13,(주)티에스앤컴퍼니,조셉 와트너체니,청소년관람불가,556193.0129,0,1,0,월요일,북아메리카,95,869,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1
2023,포토그래퍼,2017-02-10,주식회사 대양미디어,지헌,청소년관람불가,381799.2592,0,46.5,0,금요일,아시아,75,4349,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,1,1
2024,싱글라이더,2017-02-22,워너브러더스 코리아(주),이주영,15세이상관람가,250552.9895,1668245.267,1924465,1,수요일,아시아,97,1343952,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,71037,351276
2025,레이디버그,2017-02-22,(주)삼지애니메이션,장성,전체관람가,1288224.106,13680.33333,NA,1,수요일,아시아,80,43320,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,C,4151,41041
2026,미인어,2017-02-22,(주)라이크 콘텐츠,주성치,12세이상관람가,7160,1423.333333,10,1,수요일,아시아,94,151265,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,B,954,4270
2027,러빙,2017-03-01,유니버설픽쳐스인터내셔널 코리아(유),제프 니콜스,12세이상관람가,28507,9419.583333,615517.7419,1,수요일,북아메리카,95,58642,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,B,672,10604
2028,매직키드 보보,2017-03-01,(주)박수엔터테인먼트,니잠 라작,전체관람가,429610.1808,NA,50816,1,수요일,아시아,95,9805,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,502,16643
2029,해빙,2017-03-01,롯데쇼핑㈜롯데엔터테인먼트,이수연,15세이상관람가,1319.5,2157508.909,939394.8315,1,수요일,아시아,117,1012689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,401,1204600
2030,런던 타운,2017-02-16,레인메이커필름,데릭 보트,15세이상관람가,250552.9895,758,NA,0,목요일,북아메리카,92,13038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,324,471
2031,커피 메이트,2017-03-01,(주)스톰픽쳐스코리아,이현하,청소년관람불가,76159.23577,16139.5,33707,1,수요일,아시아,111,32286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B,274,6461
2032,세일즈맨,2017-05-11,찬란,아쉬가르 파르하디,15세이상관람가,15519,0,14099.2,0,목요일,중동,123,16626,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,271,11203
2033,걸 온 더 트레인,2017-03-09,씨제이이앤엠(주),테이트 테일러,청소년관람불가,0,158066.6667,1776720.043,0,목요일,북아메리카,112,514966,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,C,214,29190
2034,딸의 친구 - 무삭제판,2017-02-21,(주)컨텐츠 빌리지,최우성,청소년관람불가,76159.23577,NA,NA,1,화요일,아시아,82,9435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,165,165
2035,내 이름은 꾸제트,2017-03-09,(주)스마일이엔티,클로드 바라스,전체관람가,680163.1703,NA,38999.66667,0,목요일,유럽,66,13260,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,B,149,10353
2036,내 여자의 엄마,2017-02-22,(주)소나무픽쳐스,석영오,청소년관람불가,326712.2252,NA,1360.110169,1,수요일,아시아,85,149,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,109,149
2037,아이히만 쇼,2017-03-01,(주)디스테이션,폴 앤드류 윌리엄스,15세이상관람가,216852,3461,NA,1,수요일,유럽,96,82205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,107,2240
2038,첩보원: 독일군 잠입작전,2017-02-16,(주)소나무픽쳐스,리처드 홀름,15세이상관람가,76,NA,1360.110169,0,목요일,유럽,117,76,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,70,76
2039,19금 섹스비디오,2017-02-21,(주)케이알씨지,박범수,청소년관람불가,192,NA,489.7926829,1,화요일,아시아,63,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,1,1
2040,내 남편의 가정교사 - 무삭제,2017-02-16,스마일컨텐츠,박선욱,청소년관람불가,76159.23577,186,1,0,목요일,아시아,113,23724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,C,1,1
2041,데블스 윙즈,2017-02-16,(주)시네마리퍼블릭,대니얼 콜롬비,청소년관람불가,1,NA,4.105263158,0,목요일,북아메리카,79,3673,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,D,1,1
2042,바이킹 레거시,2017-02-20,주식회사 풍경소리,빅터 마워,15세이상관람가,858613.9248,0,370.4545455,1,월요일,유럽,80,6253,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,D,1,1
2043,야한 목소리-쏠리네,2017-02-16,(주)콘텐츠윙,이두희,청소년관람불가,363670.7032,186,215.8,0,목요일,아시아,91,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,D,1,1
2044,엄마친구2 무삭제,2017-02-20,(주)영화사히트,김대성,청소년관람불가,250552.9895,193.3333333,NA,1,월요일,아시아,91,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1
2045,여직원들 : 직장연애사 무삭제판,2017-02-21,(주)영화사 사계절,명석환,청소년관람불가,76159.23577,186,316.5,1,화요일,아시아,92,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
2046,로건,2017-03-01,이십세기폭스코리아(주),제임스 맨골드,청소년관람불가,1075333,1503794.667,1210796.833,1,수요일,북아메리카,137,1879777,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,355280,2169109
2047,콩: 스컬 아일랜드,2017-03-08,워너브러더스 코리아(주),조던 복트-로버츠,12세이상관람가,54,1126557.167,1924465,0,수요일,북아메리카,118,395806,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,B,3784,1689717
2048,시티 워: 익스트림 킬러,2017-02-28,노바엔터테인먼트,크리스찬 세스마,청소년관람불가,305640.0234,372,1554,1,화요일,북아메리카,108,30050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1057,1097
2049,녹화중이야,2017-03-02,"노가리필름,(주)인디플러그",박민국,15세이상관람가,76159.23577,0,3404.181818,0,목요일,아시아,93,9055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,C,210,521
2050,위대한 임무,2017-03-23,(재)CBS,피터 스펜서,12세이상관람가,7502,7502,5218.5,0,목요일,북아메리카,102,25898,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,173,7502
2051,안해,2017-02-23,(주)콘텐츠윙,이강림,청소년관람불가,326712.2252,NA,215.8,0,목요일,아시아,115,379935,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,D,165,165
2052,깊은 사정,2017-02-27,(유)쏘아필름,이마오카 신지,청소년관람불가,13.4,0,NA,1,월요일,아시아,89,8343,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,D,159,159
2053,천하제일검,2017-02-23,(주)소나무픽쳐스,장뢰,12세이상관람가,556193.0129,NA,1360.110169,0,목요일,아시아,89,76,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,70,76
2054,도성풍운 2,2017-02-23,(주)드림팩트엔터테인먼트,왕정,15세이상관람가,1556,167702.6667,7795.933333,0,목요일,아시아,112,5292,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,34,52
2055,실종 : 택시 납치 사건,2017-02-23,(주)케이알씨지,임대웅,15세이상관람가,331760,87091.88889,489.7926829,0,목요일,아시아,92,62,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,D,32,62
2056,임페리엄,2017-02-23,THE 픽쳐스,다니엘 래거시스,청소년관람불가,1160754.832,1044874.556,3639.9,0,목요일,북아메리카,109,70,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,C,26,70
2057,샤룩칸의 팬,2017-02-23,주식회사 씨엠닉스,마니쉬 사르마,15세이상관람가,556193.0129,63546.5,NA,0,목요일,아시아,138,8880,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,23,109
2058,마영정: 상해야인시대,2017-02-27,즐감,황정보,15세이상관람가,170,4923.4,NA,1,월요일,아시아,95,64606,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C,22,46
2059,글래디에이터: 더 토너먼트,2017-02-28,(주)소나무픽쳐스,스테파노 밀라,15세이상관람가,0.333333333,54,1360.110169,1,화요일,북아메리카,87,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1
2060,내 동생의 여자친구,2017-02-23,(주)영화사가을,김민식,청소년관람불가,326712.2252,16.9,NA,0,목요일,아시아,65,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1
2061,선배의 여자친구 무삭제,2017-02-23,(주)영화사가을,김정오,청소년관람불가,76159.23577,NA,NA,0,목요일,아시아,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,C,1,1
2062,친구아빠 무삭제,2017-02-23,(주)영화사가을,김정오,청소년관람불가,76159.23577,NA,NA,0,목요일,아시아,89,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,1,1
2063,탐정사무소-그놈의 얼굴 무삭제판,2017-02-24,(주)나우콘텐츠,이동현,청소년관람불가,1160754.832,0,48.81481481,0,금요일,아시아,60,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1
2064,프리즌,2017-03-23,(주)쇼박스,나현,청소년관람불가,910201.8425,1666308.333,2679115.4,0,목요일,아시아,125,315596,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,3846,2931897
2065,슬립리스: 크리미널 나이트,2017-03-08,(주)미디어로그,바란 보 오다르,15세이상관람가,0,12493.66667,1257.222222,0,수요일,북아메리카,95,39234,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C,3271,18740
2066,비정규직 특수요원,2017-03-16,"(주)이수C&E,(주)스톰픽쳐스코리아",김덕수,15세이상관람가,172652,730210.3333,73988.5,0,목요일,아시아,117,649316,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C,1251,149720
2067,왕을 참하라,2017-03-16,(주)박수엔터테인먼트,김재수,청소년관람불가,2219,118,50816,0,목요일,아시아,116,93229,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,814,4237
2068,마리안느와 마가렛,2017-04-20,(주)팝엔터테인먼트,윤세영,전체관람가,134026.6175,0,15471.31818,0,목요일,아시아,78,12402,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,383,27679
2069,가면 무도회,2017-03-05,(주)케빈앤컴퍼니,,12세이상관람가,50853.93333,NA,825.1818182,0,일요일,유럽,155,528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,D,280,925
2070,패트와 매트: 뚝딱뚝딱 대소동,2017-03-16,(주)팝엔터테인먼트,마렉 베네슈,전체관람가,429610.1808,NA,15471.31818,0,목요일,유럽,83,25796,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,255,7383
2071,이룰 수 없는 사랑,2017-03-04,(주)인스터피씨엠,로베르 르파주,전체관람가,50853.93333,NA,774.59375,0,토요일,북아메리카,170,706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,199,706
2072,아빠는 딸,2017-04-12,메가박스(주)플러스엠,김형협,12세이상관람가,287511.4674,215641.3333,300007.5714,0,수요일,아시아,115,871807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,180,646779
2073,어린 형수 2 - 무삭제판,2017-03-07,너바나 필름,김태수,청소년관람불가,76159.23577,193.3333333,NA,0,화요일,아시아,97,10958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,165,165
2074,특이점이 온 영화,2017-03-07,밀크픽처스,공자관,청소년관람불가,581,NA,581,0,화요일,아시아,82,14719,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,C,165,165
2075,스캔들 II,2017-03-08,(주)케이알씨지,이동현,청소년관람불가,326712.2252,NA,489.7926829,0,수요일,아시아,80,136,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,D,136,136
2076,만담강호,2017-03-22,㈜인디스토리,오인용,청소년관람불가,1022761.672,0,5107.791667,0,수요일,아시아,73,26556,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,A,126,1211
2077,블리드 포 디스,2017-03-16,(주)리틀빅픽쳐스,벤 영거,15세이상관람가,250552.9895,5770,267557.4,0,목요일,북아메리카,116,165153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,107,8655
2078,스톰 인사이드,2017-05-11,알토미디어(주),파브리스 카모인,15세이상관람가,632352.2486,0,858.6666667,0,목요일,유럽,82,4946,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,A,81,282
2079,나는 사랑과 시간과 죽음을 만났다,2017-03-05,워너브러더스 코리아(주),데이빗 프랭클,12세이상관람가,68149,812180.6667,1924465,0,일요일,북아메리카,97,46628,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,76,76
2080,댄서,2017-04-13,(주)엣나인필름,스티븐 캔터,15세이상관람가,134026.6175,0,30859.85,0,목요일,유럽,85,68833,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,76,44282
2081,미스 슬로운,2017-03-29,(주)메인타이틀픽쳐스,존 매든,15세이상관람가,59483.5,3148697.667,NA,1,수요일,북아메리카,132,41194,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,76,48051
2082,소드 마스터: 절대강호의 죽음,2017-06-01,노바엔터테인먼트,이동승,15세이상관람가,1661,153,1554,0,목요일,아시아,106,128,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,C,76,128
2083,파운더,2017-04-20,CGV아트하우스,존 리 행콕,15세이상관람가,12957,7259105,345363.1111,0,목요일,북아메리카,115,16270,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,76,34593
2084,포에트리 브로셀,2017-03-03,(주)티앤엘엔터테인먼트,에리카 러스트,청소년관람불가,107,NA,NA,0,금요일,유럽,70,1707,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,34,112
2085,19금 특별한 정사 무삭제 특별판,2017-03-07,(주)케이알씨지,닥터 필,청소년관람불가,76159.23577,NA,489.7926829,0,화요일,아시아,58,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,2,4
2086,레드 스카이,2017-03-02,(주)케이알씨지,마리오 반 피블스,12세이상관람가,2,460659.5,489.7926829,0,목요일,북아메리카,108,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,2,2
2087,더블유엠디: 대량살상무기,2017-03-02,(주)시네마리퍼블릭,리차드 핼펀,청소년관람불가,1,NA,4.105263158,0,목요일,북아메리카,80,6506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,1,1
2088,패트리어트 데이,2017-04-06,(주)이수C&E,피터 버그,15세이상관람가,1216149,982706.7778,114270,0,목요일,북아메리카,133,437152,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,2752,74827
2089,보통사람,2017-03-23,오퍼스픽쳐스,김봉한,15세이상관람가,23841,1405010.222,8734.75,0,목요일,아시아,121,178070,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,2272,383336
2090,개구리왕국 2,2017-03-23,예지림엔터테인먼트,펭 페이,전체관람가,429610.1808,35808.33333,10600.7619,0,목요일,아시아,85,13834,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C,492,14236
2091,밤의 해변에서 혼자,2017-03-23,"(주)영화제작전원사 ,(주)콘텐츠판다",홍상수,청소년관람불가,35684.25,133541.1667,24893.7,0,목요일,아시아,101,108178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,C,401,56987
2092,아기돼지 3형제와 매직램프,2017-03-23,(주)팝엔터테인먼트,위류,전체관람가,429610.1808,NA,15471.31818,0,목요일,아시아,78,20966,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C,151,26670
2093,아내의 동창회,2017-03-09,(주)영화사 사계절,이리단,청소년관람불가,76159.23577,NA,316.5,0,목요일,아시아,86,125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,125,125
2094,패왕별희 디 오리지널,2017-03-30,(주)드림팩트엔터테인먼트,첸 카이거,15세이상관람가,0,18223.33333,7795.933333,0,목요일,아시아,171,10352,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,114,1085
2095,검객풍운,2017-03-09,(주)소나무픽쳐스,장뢰,15세이상관람가,556193.0129,NA,1360.110169,0,목요일,아시아,87,76,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,70,76
2096,드래곤 워,2017-03-09,주식회사 루믹스미디어,제프 레이즈너,15세이상관람가,593151.4908,0,41.125,0,목요일,북아메리카,98,16380,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C,60,60
2097,청불학원,2017-03-14,(주)로드하우스,최무연,청소년관람불가,363670.7032,NA,2442.5,0,화요일,아시아,87,20204,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,C,54,54
2098,쥬라기 파크: 아마존 어드벤쳐,2017-03-09,(주)케이알씨지,아담 스핑크스,15세이상관람가,68,NA,489.7926829,0,목요일,유럽,101,29883,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,D,44,68
2099,비전스,2017-03-15,(주)누리픽쳐스,케빈 그루터트,청소년관람불가,115878,0.333333333,11785.5,0,수요일,북아메리카,82,1515,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,1,1
2100,쉘터,2017-03-14,(주)티에스앤컴퍼니,존 팰론,15세이상관람가,556193.0129,750,1,0,화요일,북아메리카,76,1119,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1
2101,옆집소녀,2017-03-21,스마일컨텐츠,박선욱,청소년관람불가,76159.23577,0,1,0,화요일,아시아,103,63792,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D,1,118
2102,퍼펙트 크라임,2017-03-14,(주)시네마리퍼블릭,오우사 쿤,15세이상관람가,910201.8425,0,4.105263158,0,화요일,북아메리카,90,2454,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1
